,title,nb_videos,short_desc,url,mean_stars,five_stars,four_stars,three_stars,two_stars,one_star,editor,action,adventure,comedy,drama,fantasy,harem,historical,idols,isekai,magical_girls,mecha,music,mystery,post_apocalyptic,romance,sci_fi,seinen,shojo,shonen,slice_of_life,sports,supernatural,thriller
392,ORIENT,15,"XVe siècle, Japon. Le monde est aux mains des oni, d’effroyables démons pourtant vénérés comme des dieux par le peuple, qui ignore tout de leur nature maléfique !…",https://www.crunchyroll.com/fr/orient,3.0,8,2,1,2,9,Kodansha Ltd.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
393,Osamake: Romcom Where The Childhood Friend Won't Lose,12,"Lycéen, Sueharu Maru a craqué sur la belle Shirokusa Kachi, une fille brillante qui a tout pour elle. Mais pour l’adolescent, elle est hors de portée et ça le dép…",https://www.crunchyroll.com/fr/osamake-romcom-where-the-childhood-friend-wont-lose,3.0,21,10,13,8,19,Kadokawa Pictures Inc.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
394,Oshiete! Galko-chan,12,"Galko, Otako et Ojô sont trois amies inséparables, bien qu’ayant peu de points communs. La première est branchée et populaire, la seconde est une otaku réservée e…",https://www.crunchyroll.com/fr/please-tell-me-galko-chan,4.5,38,26,7,2,0,Kadokawa Pictures Inc.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
395,Osomatsu-san,84,"Osomatsu-san fait suite aux deux séries sorties dans les années 60 puis 80, où les sextuplés Matsuno, spécialistes de bêtises en tout genre, sont maintenant adole…",https://www.crunchyroll.com/fr/mr-osomatsu,4.5,86,5,2,2,3,TV TOKYO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
396,Otherside Picnic,12,"""Le Sinueux"", ""Dame Hasshaku"", ""la gare de Kisaragi""… Ces créatures dangereuses de légendes urbaines apparaissent dans le versomonde. C'est un monde voisin du nôt…",https://www.crunchyroll.com/fr/otherside-picnic,0.0,0,0,0,0,0,Showgate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
397,Our Last Crusade or the Rise of a New World,36,"La série suit l’histoire d’un sympathique chevalier du royaume des sciences tombé en disgrâce. La guerre faisant rage depuis des siècles, il doit affronter la pri…",https://www.crunchyroll.com/fr/our-last-crusade-or-the-rise-of-a-new-world,4.5,1,1,0,0,0,Kadokawa Pictures Inc.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,OZMAFIA!!,12,"Fûka est amnésique. Alors qu'elle ère dans une ville inconnue, elle réalise qu'elle est poursuivie. Un membre d'une des nombreuses mafias locales lui vient pourta…",https://www.crunchyroll.com/fr/ozmafia,3.0,4,3,2,3,3,DMM Corporation,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
399,Pan de Peace!,13,"Minami Tani est une lycéenne qui adore tout ce qui touche au monde de la boulangerie. Avec ses amies, Yû, Fuyumi et Noa, elle nous entraîne dans ses aventures ple…",https://www.crunchyroll.com/fr/pan-de-peace,3.0,3,8,7,4,3,Asahi Production,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,Parasite,24,"De mystérieuses créatures ont colonisé la Terre en prenant possession de certains habitants. Un lycéen, Shin’ichi, a été contaminé, mais son cerveau est épargné. …",https://www.crunchyroll.com/fr/parasyte-the-maxim-,5.0,653,96,20,8,8,ntv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
401,PEACE MAKER KUROGANE,1,"Le Shinsengumi est un groupe de samouraïs d'élite entièrement dévoués au shogun, Yoshinobu Tokugawa, mais il vient pourtant de subir un lourd revers. Pendant ce t…",https://www.crunchyroll.com/fr/peace-maker-kurogane,4.5,1,1,0,0,1,Kadokawa Pictures Inc.,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
402,Peach Boy Riverside,12,"Il était une fois un vieux couple qui n’avait pas d’enfant. Un jour, la femme partit laver son linge à la rivière et trouva une pêche de laquelle naquit un petit …",https://www.crunchyroll.com/fr/peach-boy-riverside,3.5,27,7,19,11,15,Kodansha Ltd.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Persona 4 The Golden ANIMATION,12,"Yu quitte la ville pour s'installer à la campagne, dans la petite ville d'Inaba, où il rencontre ses nouveaux camarades lycéens. Une rumeur court parmi les élèves…",https://www.crunchyroll.com/fr/persona4-the-golden-animation,3.5,23,19,8,11,6,Aniplex of America,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
404,Phantom in the Twilight,12,"Il existe à Londres un mystérieux bar, ouvert seulement la nuit : le Café Forbidden. Une fille installée en Angleterre pour ses études va faire la connaissance de…",https://www.crunchyroll.com/fr/phantom-in-the-twilight,3.5,7,10,8,4,1,NBC Universal,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
405,Piace – Watashi no Italian,12,"Nanase Morina commence à travailler au Trattoria Festa, un restaurant italien dans lequel elle croise une galerie de personnages hauts en couleur. Tout en découvr…",https://www.crunchyroll.com/fr/piacevole,4.0,2,8,1,0,0,PONY CANYON INC.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
406,Pikotaro's LULLABY LA LA BY,12,"Lorsque Pikotarô s'endort, il aime entendre de belles histoires, comme ces célèbres contes et légendes que l'on raconte aux enfants. Mais avec lui, le Petit Chape…",https://www.crunchyroll.com/fr/pikotaros-lullaby-la-la-by,4.5,14,0,0,0,2,Avex,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
407,Planet With,12,"Sôya Kuroi mène une vie paisible malgré son amnésie totale. Mais un jour, sa ville est attaquée par une machine géante. Avec Ginko, une lolita gothique, et le Pro…",https://www.crunchyroll.com/fr/planet-with,4.5,36,8,5,0,0,Bandai Visual,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
408,Plastic Memories,13,"Nous sommes dans un futur proche. Après avoir raté ses examens, Tsukasa Mizugaki, 18 ans, trouve un poste dans la prestigieuse SAI Corporation, grâce aux relation…",https://www.crunchyroll.com/fr/plastic-memories,4.5,362,42,25,6,8,Aniplex of America,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
409,Platinum End,36,"Enfant, Mirai Kakehashi a perdu ses parents dans un accident. Recueilli par son oncle et sa tante, il a grandi dans la misère. Ayant perdu espoir en tout, il saut…",https://www.crunchyroll.com/fr/platinum-end,3.5,37,6,7,7,23,TBS,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Plunderer,72,"Alcia, un monde né après la grande guerre, ou ""Guerre d'Élimination"". Ce monde est régi par la loi du plus fort, où les forts et les faibles sont déterminés par l…",https://www.crunchyroll.com/fr/plunderer,3.0,0,0,1,0,0,Kadokawa Pictures Inc.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Pop Team Epic,28,« Il n’y a pas d’obscurité sinon l’ignorance. » Cette citation de William Shakespeare résume parfaitement la vie au quotidien de deux jeunes filles de quatorze an…,https://www.crunchyroll.com/fr/pop-team-epic,4.0,67,12,7,4,21,King Record Company Limited,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Pretty Cure,49,Nagisa Misumi is an outstanding athlete and daring girl that doesn't take time to study but has a very strong sense of justice. Honoka Yukishiro is an honor-roll …,https://www.crunchyroll.com/fr/pretty-cure,4.5,605,97,32,8,40,Toei Animation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Princess Connect! Re: Dive,22,"Dans le beau pays d'Astraea, le jeune Yûki se réveille sans avoir aucun souvenir de son passé. Il rencontre toutefois Kokkoro (une guide ayant juré de prendre soi…",https://www.crunchyroll.com/fr/princess-connect-re-dive,4.0,101,22,15,17,21,Cygames,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Psychic Princess,16,"Yunxi Qian, la fille aînée du Grand Conseiller, possède la capacité de voir les esprits depuis qu'elle est toute petite. C'est pourquoi elle a été élevée loin de …",https://www.crunchyroll.com/fr/psychic-princess,5.0,97,11,3,1,2,EMON,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
415,Punch Line,12,"Yûta Iridatsu a de drôles de réflexes : quand il voit la culotte d'une fille, il est tellement excité qu'il s'évanouit ! Après une curieuse mésaventure avec un ch…",https://www.crunchyroll.com/fr/punch-line,4.5,76,28,12,5,7,Fuji Creative Corporation,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
416,RADIANT,42,"Seth est un aspirant sorcier de la région des Pompo Hills. Comme tous les sorciers, c'est un « infecté » : un des rares êtres vivants ayant survécu au contact des…",https://www.crunchyroll.com/fr/radiant,4.0,107,44,26,19,24,NHKEnterprise,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,Rail Romanesque,12,"Octobre 1988, préfecture de Kumamoto. Le pays a perdu presque toutes ses lignes de chemin de fer, mais grâce à une campagne touristique réussie, la ville d'Ohitoy…",https://www.crunchyroll.com/fr/rail-romanesque,2.0,2,0,2,8,5,My Theater DD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
418,Rainy Cocoa sideG,12,"Bienvenue au café Rainy Color ! Son propriétaire, Kôji Amami, s'apprête à partir en vacances pour l'été, mais voilà que sa fille Yôko débarque furieuse et casse m…",https://www.crunchyroll.com/fr/rainy-cocoa-sideg,2.0,1,1,1,2,5,Strawberry Meets Pictures,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
419,Ranking of Kings,39,"Dans un monde où les rois sont classés entre eux, le jeune prince Bojji commence en bas de l’échelle. Naïf, sourd et frêle, son peuple ne compte pas sur lui pour …",https://www.crunchyroll.com/fr/ranking-of-kings,4.5,44,3,1,2,2,Aniplex of America,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
420,Re:ZERO Shorts,25,Les personnages de Re:ZERO discutent entre eux et nous apprennent de nombreuses choses sur eux-mêmes ou l’univers de la série. Découvrez comment fonctionnent le t…,https://www.crunchyroll.com/fr/rezero-starting-life-in-another-world-shorts,4.5,21,6,1,1,1,TV TOKYO,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
421,Re:ZERO –Starting Life in Another World–,90,"Subaru Natsuki a basculé dans un monde fantastique où il fait la connaissance d’Émilia, une jeune fille aux longs cheveux d’argent qu’il jure de protéger. Malheur…",https://www.crunchyroll.com/fr/rezero-starting-life-in-another-world-,4.5,1346,152,76,50,58,Re:Zero Partners,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
422,Recorder & Randsell,13,"Malgré son physique d'adulte, Atsushi est toujours à l'école primaire. Sa sœur Atsumi, au contraire, ne mesure que 1,37 m alors qu'elle est en première. Suivez le…",https://www.crunchyroll.com/fr/recorder-and-randsell,4.0,248,77,33,21,16,Takeshobo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
423,Recovery of an MMO Junkie,23,"Moriko Morioka a 30 ans, elle est célibataire. Elle est surtout ce qu’on appelle une « NEET » (Not in Education, Employment or Training). Complètement déconnectée…",https://www.crunchyroll.com/fr/recovery-of-an-mmo-junkie,4.5,265,59,11,3,2,Comico,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
424,ReLIFE,18,"Arata Kaizaki (27 ans) a démissionné de son premier travail après seulement trois mois. Depuis, c'est la croix et la bannière pour retrouver un emploi, d'autant p…",https://www.crunchyroll.com/fr/relife,5.0,491,49,8,5,1,"TMS Entertainment Co., Ltd.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
425,Remake Our Life!,13,"Kyôya Hashiba réalise des jeux vidéo sans vraiment rencontrer le succès, mais lorsque sa société fait faillite, il retourne vivre dans la maison familiale. Tandis…",https://www.crunchyroll.com/fr/remake-our-life,5.0,76,9,4,0,1,Bilibili Inc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
426,Rent-a-Girlfriend,12,"Kazuya Kinoshita est un étudiant de 20 ans qui a échoué dans ses études. Il a toutefois réussi à embrasser sa petite amie une fois, mais elle l'a largué au bout d…",https://www.crunchyroll.com/fr/rent-a-girlfriend,4.5,488,61,29,27,52,DMM Corporation,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
427,"RErideD - Derrida, who leaps through time",12,"En 2050, un jeune ingénieur nommé Derrida Yvain est félicité pour son invention, le robot autonome DZ, une avancée majeure dans la robotique et fleuron de l'entre…",https://www.crunchyroll.com/fr/rerided-derrida-who-leaps-through-time,3.0,3,10,16,8,3,Kadokawa Pictures Inc.,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
428,Restaurant to Another World,24,"Il existe un restaurant situé au premier sous-sol d’un immeuble d’une rue commerçante, près d’un quartier de bureaux. Installé depuis 70 ans, vous le reconnaîtrez…",https://www.crunchyroll.com/fr/restaurant-to-another-world,4.5,149,25,12,6,7,CSPG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
429,Rokka –Braves of the Six Flowers–,24,"Lorsque le mal s’éveillera des profondeurs des ténèbres pour transformer le monde en enfer, la déesse du destin choisira six héros et leur donnera le pouvoir de s…",https://www.crunchyroll.com/fr/rokka-braves-of-the-six-flowers-,4.0,209,95,60,50,34,PONY CANYON INC.,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
430,ROOM CAMP,13,"Le cercle de plein air part en voyage ! Retrouvez les trois membres de ce club du lycée Motosu, situé dans la préfecture de Yamanashi. Nous les retrouvons dans le…",https://www.crunchyroll.com/fr/room-camp,4.5,13,4,0,2,0,Furyu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
431,Room Mate,12,"Trois étudiants, pour trois histoires vécues à travers le regard de leur voisine …",https://www.crunchyroll.com/fr/room-mate,2.5,8,7,11,10,18,Top Marshal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
432,Rosario + Vampire,26,"Tsukune’s horrible grades are making it tough for him to get accepted into any of the private schools he wants to attend. When one finally lets him enroll, his li…",https://www.crunchyroll.com/fr/rosario-vampire,4.0,13,4,2,2,1,GONZO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
433,Run with the Wind,23,"Des étudiants s'entraînent pour participer à la plus grande course de relais universitaire du Japon. Véritable marathon, long de plus de quelque 217 kilomètres, c…",https://www.crunchyroll.com/fr/run-with-the-wind,5.0,242,9,2,0,0,ntv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
434,Rusted Armors,9,"Le shogunat Muromachi s’enlise dans une guerre qui s’éternise. Au plus profond des forêts inexplorées de Kinokuni, les mercenaires Saika Ikki sont armés de fusils…",https://www.crunchyroll.com/fr/rusted-armors,1.5,0,1,0,0,8,Forecast Communications Inc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
435,RWBY,120,"L’histoire met en scène un groupe de quatre jeunes filles au sein d’une académie très spéciale. En effet, Ruby Rose, Weiss Schnee, Blake Belladonna et Yang Xiao L…",https://www.crunchyroll.com/fr/rwby,4.0,473,139,52,62,85,Rooster Teeth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
436,Sabikui Bisco,15,"Un vent de rouille dévastateur a transformé le Japon en un désert où chacun lutte pour survivre. Pour sauver son maître mourant, Bisco Akaboshi, entreprend un voy…",https://www.crunchyroll.com/fr/sabikui-bisco,4.5,10,2,0,1,0,Showgate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
437,Saenai Heroine no Sodatekata,13,"En se promenant sous les cerisiers en fleur, Tomoya Aki, un lycéen otaku, a croisé une fille éblouissante. Cette rencontre l'a inspiré pour créer son propre jeu v…",https://www.crunchyroll.com/fr/saekano-how-to-raise-a-boring-girlfriend-,4.5,90,36,9,8,4,Aniplex of America,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
438,Saga of Tanya the Evil,28,"Tanya Degurechaff est officier dans les forces d’attaques aériennes impériales des sorciers. Malgré sa jeunesse et son air de petite fille, elle fend les airs et …",https://www.crunchyroll.com/fr/saga-of-tanya-the-evil,4.5,375,64,16,15,9,Kadokawa Pictures Inc.,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Saint Seiya Saintia Sho,10,"Shoko, une jeune lycéenne, est sans nouvelle de sa grande sœur Kyoko depuis que cette dernière est devenue boursière de la fondation Grad. Elle décide de partir à…",https://www.crunchyroll.com/fr/saint-seiya-saintia-sho,3.5,44,12,12,3,17,Toei Animation,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
440,Saiyuki Reload Blast,12,"Tandis qu’humains et démons vivaient enfin en paix dans notre monde, quelqu’un a tenté de ressusciter un ancien démon malfaisant. Résultat, tout un tas de créatur…",https://www.crunchyroll.com/fr/saiyuki-reload-blast,4.5,23,3,1,3,0,Dentsu Tec,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
441,Saki,38,Saki Miyanaga est une jeune lycéenne qui arrive dans un club de mah-jong par hasard. Elle va découvrir et apprécier petit à petit le jeu avec l'aide de ses coéqui…,https://www.crunchyroll.com/fr/saki,4.5,1872,368,81,19,29,TV TOKYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
442,Saki – Achiga-hen,16,"L’équipe de mah-jong de l’institut pour filles Achiga à Nara arriva une fois en demi-finale du tournoi national, mais y échoua. Le club de mah-jong fut alors diss…",https://www.crunchyroll.com/fr/saki-episode-of-side-a,4.5,66,18,10,3,1,TV TOKYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
443,SAKUGAN,24,"Dans un futur lointain, l'humanité vit entassée dans des colonies exiguës taillées dans la roche, un monde qu’on appelle le labyrinthe. Ceux qui sortent de ces zo…",https://www.crunchyroll.com/fr/sakugan,4.0,12,3,1,1,2,Sotsu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
444,Salaryman’s Club,6,"Grâce à son sens aiguë de l’observation, Mikoto Shiratori est un jeune prodige du badminton, mais il ne s'est jamais remis d'une importante défaite lors d'une com…",https://www.crunchyroll.com/fr/salarymans-club,4.5,4,2,1,0,0,TVAsahi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,SANRIO BOYS,12,"Kôta Hasegawa est au lycée et pourtant, il porte encore une grande attention à Pompompurin, une peluche d’un mignon petit chien jaune. Il fait la connaissance d’u…",https://www.crunchyroll.com/fr/sanrio-boys,4.5,30,8,4,4,0,PONY CANYON INC.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
446,Scar on the Praeter,26,"Bienvenue à Tokyo, dans le quartier d'Akatsuki. Abandonné par la nation, ce quartier sans loi aucune est protégé par trois organisations qui s'affrontent et tente…",https://www.crunchyroll.com/fr/scar-on-the-praeter,3.5,0,1,1,0,0,Showgate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
447,Scarlet Nexus,26,Année 2020 du calendrier solaire : de nombreux humains naissent avec des pouvoirs psychiques. Leur quotidien semble pratique et paisible au premier abord. Alors q…,https://www.crunchyroll.com/fr/scarlet-nexus,3.0,0,0,1,0,0,Sunrise,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
448,School Girl Strikers,13,"L’académie Goryôkan, une nouvelle école privée pour les filles avec un vaste campus, cache un lourd secret : elle entraîne l’unité spéciale Escadron 5 afin de pro…",https://www.crunchyroll.com/fr/schoolgirl-strikers,2.5,4,1,5,8,4,Warner Japan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
449,SCHOOL-LIVE!,12,"Yuki Takeya est une élève insouciante qui vit en permanence à l'école avec ses amies Kurumi, Mimi, Riri et son chien Tarômaru. Tout se passe pour le mieux à l'éco…",https://www.crunchyroll.com/fr/school-live,4.5,163,36,13,6,4,Showgate,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
450,Schwarzes Marken,24,"Nous sommes en l’an 1983. Schwarzes Marken est le nom de la 666e unité de l’armée est-allemande. On lui confie des missions particulières, dont la priorité est la…",https://www.crunchyroll.com/fr/schwarzes-marken,4.0,48,35,15,7,6,TV TOKYO,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
451,"Science Fell in Love, So I Tried to Prove it",12,Que se passe-t-il lorsqu'une fille et un garçon tous les deux passionnés de recherche scientifique tombent amoureux ? Ayame Himuro est une brillante étudiante d…,https://www.crunchyroll.com/fr/science-fell-in-love-so-i-tried-to-prove-it,4.5,76,13,8,4,5,Starry Cube,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
452,SD GUNDAM WORLD HEROES,24,"Alors que des héros maintiennent l'équilibre des mondes, un beau jour, un météore rougeoyant chute sur Neo World. Un jeune amnésique, Wukong Impulse Gundam, se ré…",https://www.crunchyroll.com/fr/sd-gundam-world-heroes,2.5,0,1,0,1,1,Sunrise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,SD GUNDAM WORLD SANGOKU SOKETSUDEN,10,"Des nations qui étaient autrefois glorieuses et orgueilleuses sont désormais en ruines après avoir subi de grandes guerres à répétition. À présent, ces territoire…",https://www.crunchyroll.com/fr/sd-gundam-world-sangoku-soketsuden,2.5,2,1,1,1,4,Sunrise,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
454,Seiken Tsukai no World Break,12,"L’académie Akane est un lycée privé réunissant tous les Sauveurs de l’humanité, qui possèdent des capacités liées aux souvenirs d’une vie passée. Ses élèves appar…",https://www.crunchyroll.com/fr/world-break-aria-of-curse-for-a-holy-swordsman,3.5,50,26,28,19,15,TV TOKYO,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
